,name,title,attributes,description,section,section_type,available,special_title,capacity,enrolled,crn,levels,schedule_type,instructors,where,days,time
1798,CHEM 550,Chemical Bonding,Standard Tuition Rate,Review of the postulatory basis of quantum mechanics and application to 1-D and 3-D systems. Hydrogenic and symmetry-adapted spin orbitals and bond formation. Ground and excited states. Commonly used semiempirical molecular orbital methods.,Fall 2020,Class,3,,5,2,11442,"Graduate Business, Graduate, Undergraduate",Lecture,Andrey Rogachev,TBA,MW,10am - 11:15am
1799,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,10,,10,0,11996,Graduate,Independent Study/Research,Eric Brey,TBA,,TBA
1800,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,1,,1,0,12022,Graduate,Independent Study/Research,Abhinav Bhushan,TBA,,TBA
1801,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,10,,10,0,12381,Graduate,Independent Study/Research,Konstantinos Arfanakis,TBA,,TBA
1802,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,9,,10,1,12760,Graduate,Independent Study/Research,Keigo Kawaji,TBA,,TBA
1803,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,3,,3,0,11758,Graduate,Independent Study/Research,Kenneth Tichauer,TBA,,TBA
1804,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Independent Study/Research,0,,1,1,12024,Graduate,Independent Study/Research,John Georgiadis,TBA,,TBA
1805,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Class,4,,4,0,13616,Graduate,Independent Study/Research,Georgia Papavasiliou,TBA,,TBA
1806,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Class,4,,4,0,13605,Graduate,Independent Study/Research,Jennifer Kang-Mieler,TBA,,TBA
1807,BME 597,Special Problems,Standard Tuition Rate,Special problems.,Fall 2020,Class,3,,4,1,13935,Graduate,Independent Study/Research,Marcella Vaicik,TBA,,TBA
1808,CS 584,Machine Learning,Standard Tuition Rate,"Introduce fundamental problems in machine learning. Provide understanding of techniques, mathematical concepts, and algorithms used in machine learning. Provide understanding of the limitations of various machine learning algorithms and the way to evaluate performance of learning algorithms. Topics include introduction, regression, kernel methods, generative learning, discriminative learning, neural networks, support vector machines, graphical models, unsupervised learning, and dimensionality reduction.",Fall 2020,Class,0,,46,46,11848,"Graduate Business, Graduate, Undergraduate",Lecture,Shlomo Argamon,TBA,TR,1:50pm - 3:05pm
1809,CS 587,Software Project Management,Standard Tuition Rate,"Concepts of software product and process quality. Role of TQM in software project management. Use of metrics, feasibility studies, cost and effort estimates. Discussion of project planning and scheduling. The project team and leadership issues. The Capability Maturity Model: basic tenets and application of process evaluation.",Fall 2020,Class,19,,60,41,10348,"Graduate Business, Graduate, Undergraduate",Lecture,Atef Bader,TBA,S,9am - 11:40am
1810,CS 586,Software Systems Arch,Standard Tuition Rate,"This course covers the state-of-the-art in architectural design of complex software systems. The course considers commonly-used software system architectures, techniques for designing and implementing these architectures, models and notations for characterizing and reasoning about architectures, and case studies of actual software system architectures.",Fall 2020,Class,17,,40,23,14176,"Graduate Business, Graduate, Undergraduate",Lecture,Bogdan Korel,TBA,MW,5pm - 6:15pm
1811,CS 586,Software Systems Arch,Standard Tuition Rate,"This course covers the state-of-the-art in architectural design of complex software systems. The course considers commonly-used software system architectures, techniques for designing and implementing these architectures, models and notations for characterizing and reasoning about architectures, and case studies of actual software system architectures.",Fall 2020,Class,17,,25,8,14177,"Graduate Business, Graduate, Undergraduate",Lecture,Bogdan Korel,TBA,,TBA
1812,MMAE 485,Manufacturing Processes,"Eligible Pass/Fail Course, Standard Tuition Rate","Principles of material forming and removal processes and equipment. Force and power requirements, surface integrity, final properties and dimensional accuracy as influenced by material properties and process variables. Design for manufacturing. Factors influencing choice of manufacturing process.",Fall 2020,Class,21,,100,79,10395,"Graduate Business, Graduate, Undergraduate",Lecture,Amir Mostafaei,TBA,MW,3:15pm - 4:30pm
1813,CHEM 685,Chemistry Colloquium,Standard Tuition Rate,Lectures by invited scientists in areas of chemistry generally not covered in the department.,Fall 2020,Class,10,,10,0,10053,Graduate,Seminar,David Minh,TBA,W,3:15pm - 4:30pm
1814,ARCH 456,Topics in Modernism,Standard Tuition Rate,"This class is devoted to the close observation, description, and analysis of works of architecture from 1900 to the present. We will read exemplary texts of architectural criticism and history. Conducted as a seminar, this course studies writings and buildings through research papers, presentations, and other projects.",Fall 2020,Class,1,,15,14,10157,"Graduate, Undergraduate",Lecture,Colleen Humer,TBA,W,10am - 12:40pm
1815,MMAE 482,Composites,"Eligible Pass/Fail Course, Standard Tuition Rate","This course focuses on metal, ceramic and carbon matrix composites. Types of composite. Synthesis of precursors. Fabrication of composites. Design of composites. Mechanical properties and environmental effects. Applications.",Fall 2020,Class,20,,20,0,13889,"Graduate Business, Graduate, Undergraduate",Lecture,Leon Shaw,TBA,TR,11:25am - 12:40pm
1816,MSF 501,Math with Financial Appls.,Business Graduate Tuition Rate,"This course provides a systematic exposition of the primary mathematical methods used in financial economics. Mathematical concepts and methods include logarithmic and exponential functions, algebra, mean-variance analysis, summations, matrix algebra, differential and integral calculus, and optimization. The course will include a variety of financial applications including compound interest, present and future value, term structure of interest rates, asset pricing, expected return, risk and measures of risk aversion, capital asset pricing model (CAPM), portfolio optimization, expected utility, and consumption capital asset pricing (CCAPM).",Fall 2020,Class,19,,20,1,10864,"Graduate Business, Graduate, Undergraduate",Lecture,Michael Modica,TBA,F,6pm - 8:30pm
1817,MSF 501,Math with Financial Appls.,Business Graduate Tuition Rate,"This course provides a systematic exposition of the primary mathematical methods used in financial economics. Mathematical concepts and methods include logarithmic and exponential functions, algebra, mean-variance analysis, summations, matrix algebra, differential and integral calculus, and optimization. The course will include a variety of financial applications including compound interest, present and future value, term structure of interest rates, asset pricing, expected return, risk and measures of risk aversion, capital asset pricing model (CAPM), portfolio optimization, expected utility, and consumption capital asset pricing (CCAPM).",Fall 2020,Class,15,Math with Financial Appls.,15,0,14185,"Graduate Business, Graduate, Undergraduate",Lecture,Michael Modica,TBA,F,8am - 10:30am
1818,MSF 502,Statistical Analys in Fin Mkts,Business Graduate Tuition Rate,"This course presents and applies statistical and econometric techniques useful for the analysis of financial markets. Ordinary least squares, maximum likelihood, time series analysis, GARCH volatility modeling, and simulation methods are covered. Hypothesis testing is covered in detail. Particular attention is placed on the properties of various estimators when model assumptions do not hold. Students not familiar with matrix algebra and elementary statistics should plan to make up the deficit early in the course. See MSF 501 on these topics.",Fall 2020,Class,19,,20,1,10874,"Graduate Business, Graduate, Undergraduate",Lecture,Gregory Chaudoin,TBA,T,6pm - 8:30pm
1819,MSF 502,Statistical Analys in Fin Mkts,Business Graduate Tuition Rate,"This course presents and applies statistical and econometric techniques useful for the analysis of financial markets. Ordinary least squares, maximum likelihood, time series analysis, GARCH volatility modeling, and simulation methods are covered. Hypothesis testing is covered in detail. Particular attention is placed on the properties of various estimators when model assumptions do not hold. Students not familiar with matrix algebra and elementary statistics should plan to make up the deficit early in the course. See MSF 501 on these topics.",Fall 2020,Class,15,Statistical Analys in Fin Mkts,15,0,14184,"Graduate Business, Graduate, Undergraduate",Lecture,Gregory Chaudoin,TBA,T,7am - 9:30am
1820,MSF 503,Financial Modeling,Business Graduate Tuition Rate,"Financial modeling in a spreadsheet environment is a pervasive feature of the modern workplace. In this course, students will learn how to implement financial models using spreadsheet modeling and basic programming via Microsoft Excel and VBA. Financial models will include project valuation, bond pricing and hedging, option pricing, and portfolio optimization. The course will also cover basic numerical techniques that are essential to financial modeling including Monte Carlo simulation and linear optimization.",Fall 2020,Class,15,,20,5,10877,"Graduate Business, Graduate, Undergraduate",Lecture,Benjamin Van Vliet,TBA,M,6pm - 8:30pm
1821,MSF 503,Financial Modeling,Business Graduate Tuition Rate,"Financial modeling in a spreadsheet environment is a pervasive feature of the modern workplace. In this course, students will learn how to implement financial models using spreadsheet modeling and basic programming via Microsoft Excel and VBA. Financial models will include project valuation, bond pricing and hedging, option pricing, and portfolio optimization. The course will also cover basic numerical techniques that are essential to financial modeling including Monte Carlo simulation and linear optimization.",Fall 2020,Class,14,,15,1,14182,"Graduate Business, Graduate, Undergraduate",Lecture,Benjamin Van Vliet,TBA,M,8am - 10:30am
1822,MSF 504,Valuation/Portfolio Management,Business Graduate Tuition Rate,"The course is a survey of asset pricing theory. The fundamentals of bond and option pricing are covered as well as the CAPM, APT, and the Fama-French models. Excel spreadsheet modeling is used to illustrate and understand the concepts of Markowitz's Mean Variance Optimization, equity valuation, option pricing, and utility theory. The course places a special emphasis on the relationship between macroeconomic conditions and investment opportunities.",Fall 2020,Class,10,,20,10,10869,"Graduate Business, Graduate, Undergraduate",Lecture,Gregory Chaudoin,TBA,R,6pm - 8:30pm
1823,MSF 504,Valuation/Portfolio Management,Business Graduate Tuition Rate,"The course is a survey of asset pricing theory. The fundamentals of bond and option pricing are covered as well as the CAPM, APT, and the Fama-French models. Excel spreadsheet modeling is used to illustrate and understand the concepts of Markowitz's Mean Variance Optimization, equity valuation, option pricing, and utility theory. The course places a special emphasis on the relationship between macroeconomic conditions and investment opportunities.",Fall 2020,Class,15,Valuation/Portfolio Management,15,0,14236,"Graduate Business, Graduate, Undergraduate",Lecture,Gregory Chaudoin,TBA,R,7am - 9:30am
1824,MSF 505,Futures/Option/OTC Derivatives,Business Graduate Tuition Rate,"This course provides the foundation for understanding the price and risk management of derivative securities. The course starts with simple derivatives, e.g., forwards and futures, and develops the concept of arbitrage-free pricing and hedging. Based upon the work of Black, Scholes, and Merton, the course extends their pricing model through the use of lattices, Monte Carlo simulation methods, and more advanced strategies. Mathematical tools in stochastic processes are gradually introduced throughout the course. Particular emphasis is given to the pricing of interest rate derivatives, e.g., FRAs, swaps, bond options, caps, collars, and floors.",Fall 2020,Class,12,,20,8,10870,"Graduate Business, Graduate, Undergraduate",Lecture,Tao Wu,TBA,F,6pm - 8:30pm
1825,MSF 505,Futures/Option/OTC Derivatives,Business Graduate Tuition Rate,"This course provides the foundation for understanding the price and risk management of derivative securities. The course starts with simple derivatives, e.g., forwards and futures, and develops the concept of arbitrage-free pricing and hedging. Based upon the work of Black, Scholes, and Merton, the course extends their pricing model through the use of lattices, Monte Carlo simulation methods, and more advanced strategies. Mathematical tools in stochastic processes are gradually introduced throughout the course. Particular emphasis is given to the pricing of interest rate derivatives, e.g., FRAs, swaps, bond options, caps, collars, and floors.",Fall 2020,Class,15,Futures/Option/OTC Derivatives,15,0,14233,"Graduate Business, Graduate, Undergraduate",Lecture,Tao Wu,TBA,F,6:30am - 9am
1826,MSF 506,Financial Statement Analysis,Business Graduate Tuition Rate,"After reviewing the content of the major financial statements, the course examines ratios, inventories, long-lived assets, income taxes, debt, leases, and pensions, among other topics. U.S. practices are compared to practices in other major countries. This course is intended for those who will examine financial statements of outside organizations.",Fall 2020,Class,11,,20,9,10871,"Graduate Business, Graduate, Undergraduate",Lecture,Michael Rybak,TBA,W,6pm - 8:30pm
1827,MSF 506,Financial Statement Analysis,Business Graduate Tuition Rate,"After reviewing the content of the major financial statements, the course examines ratios, inventories, long-lived assets, income taxes, debt, leases, and pensions, among other topics. U.S. practices are compared to practices in other major countries. This course is intended for those who will examine financial statements of outside organizations.",Fall 2020,Class,15,,15,0,14231,"Graduate Business, Graduate, Undergraduate",Lecture,Michael Rybak,TBA,W,8am - 10:30am
1828,ARCH 334,Material: Metal,"Natural Science or Engr Req., Standard Tuition Rate","A comprehensive investigation of steel building design viewed through material properties, structural members, and structural systems. The focus of the class will be the understanding and reduction of complex steel building concepts into understandable components of the detail, the element, and the system. Topics include flexural members, compression members, tension members, lateral and gravity systems, and connections. Current and historical precedents will be presented in case studies and building tours.",Fall 2020,Class,10,,100,90,10089,Undergraduate,Lecture,Stephen Kibler,TBA,TR,3:15pm - 4:30pm
1829,INTM 301,Communications for Workplace,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Review, analyze and practice verbal and written communication formats found in the workplace. Emphasis is on developing skills in technical writing, oral presentations, business correspondence, and interpersonal communication using electronic and traditional media. Credit not granted for both INTM 301 and COM 421.",Fall 2020,Class,10,,15,5,11483,Undergraduate,Lecture,Daniel Tomal,TBA,TR,5pm - 6:15pm
1830,MATH 148,Preparation for Calculus,Standard Tuition Rate,"Review of algebra and analytic geometry. Functions, limits, derivatives. Trigonometry, trigonometric functions and their derivatives. Inverse functions, inverse trigonometric functions and their derivatives. Exponential and logarithmic functions. This course does not count toward any mathematics requirements in business, computer science, engineering, mathematics, or natural science degree programs.",Fall 2020,Class,26,,30,4,10285,Undergraduate,Lecture,Gorjana Popovic,TBA,MWF,8:35am - 9:50am
1831,MATH 148,Preparation for Calculus,Standard Tuition Rate,"Review of algebra and analytic geometry. Functions, limits, derivatives. Trigonometry, trigonometric functions and their derivatives. Inverse functions, inverse trigonometric functions and their derivatives. Exponential and logarithmic functions. This course does not count toward any mathematics requirements in business, computer science, engineering, mathematics, or natural science degree programs.",Fall 2020,Class,20,,30,10,11070,Undergraduate,Lecture,Gorjana Popovic,TBA,MWF,10am - 11:15am
1832,MATH 148,Preparation for Calculus,Standard Tuition Rate,"Review of algebra and analytic geometry. Functions, limits, derivatives. Trigonometry, trigonometric functions and their derivatives. Inverse functions, inverse trigonometric functions and their derivatives. Exponential and logarithmic functions. This course does not count toward any mathematics requirements in business, computer science, engineering, mathematics, or natural science degree programs.",Fall 2020,Class,19,,30,11,10286,Undergraduate,Lecture,Gorjana Popovic,TBA,MWF,11:25am - 12:40pm
1833,MATH 148,Preparation for Calculus,Standard Tuition Rate,"Review of algebra and analytic geometry. Functions, limits, derivatives. Trigonometry, trigonometric functions and their derivatives. Inverse functions, inverse trigonometric functions and their derivatives. Exponential and logarithmic functions. This course does not count toward any mathematics requirements in business, computer science, engineering, mathematics, or natural science degree programs.",Fall 2020,Class,28,,30,2,12670,Undergraduate,Lecture,,TBA,MWF,11:25am - 12:40pm
1834,MATH 148,Preparation for Calculus,Standard Tuition Rate,"Review of algebra and analytic geometry. Functions, limits, derivatives. Trigonometry, trigonometric functions and their derivatives. Inverse functions, inverse trigonometric functions and their derivatives. Exponential and logarithmic functions. This course does not count toward any mathematics requirements in business, computer science, engineering, mathematics, or natural science degree programs.",Fall 2020,Class,30,,30,0,12749,Undergraduate,Lecture,,TBA,MWF,8:35am - 9:50am
1835,INTM 551,Data Analytics for Industry,Standard Tuition Rate,"Organizations of all types employ rigorous analysis of vast amounts of internal and external data to improve the quality of decision making. This course prepares students to define and organize data, perform exploratory analysis, and select and implement analytical models, with a focus on applications in the areas of operations and marketing. Excel plugins, statistical packages (R, SAS or SPSS), and business intelligence products like Tableau will be used extensively for modeling. The course covers descriptive and inferential statistics, principles of design of experiments and analysis of variance (ANOVA), and supervised and unsupervised learning methods including regression, classification and clustering. Prior completion of a course in elementary probability and statistics highly recommended.",Fall 2020,Class,7,,10,3,12625,"Graduate Business, Graduate, Undergraduate",Lecture,Gurram Gopal,TBA,R,1:50pm - 4:30pm
1836,CAE 408,Bridge Structural Design,"CAEE Design Course, Standard Tuition Rate","Design of modern bridges, bridge design requirements, LRFD approach, seismic and wind effects, fatigue in bridges, support design.",Fall 2020,Class,23,,28,5,12566,"Graduate Business, Graduate, Undergraduate",Lecture,Gongkang Fu,TBA,TR,1:50pm - 3:05pm
1837,ITMT 531,OO Syst Anlys Mod & Des,Standard Tuition Rate,"This course will cover object oriented approaches to system analysis, data modeling and design that combine both process and data views of systems. Emphasis is given to practical problems and the techniques needed to create solutions in systems design.",Fall 2020,Class,0,,28,28,11781,"Graduate Business, Graduate, Undergraduate",Lecture,Carl Carlson,TBA,TR,11:25am - 12:40pm
1838,CS 422,Data Mining,"CSCI Technical Elective, Standard Tuition Rate","This course will provide an introductory look at concepts and techniques in the field of data mining. After covering the introduction and terminologies to Data Mining, the techniques used to explore the large quantities of data for the discovery of meaningful rules and knowledge such as market basket analysis, nearest neighbor, decision trees, and clustering are covered. The students learn the material by implementing different techniques throughout the semester.",Fall 2020,Class,8,,20,12,11399,"Graduate Business, Graduate, Undergraduate",Lecture,Irina Matveeva,TBA,R,6:25pm - 9:05pm
1839,CS 422,Data Mining,"CSCI Technical Elective, Standard Tuition Rate","This course will provide an introductory look at concepts and techniques in the field of data mining. After covering the introduction and terminologies to Data Mining, the techniques used to explore the large quantities of data for the discovery of meaningful rules and knowledge such as market basket analysis, nearest neighbor, decision trees, and clustering are covered. The students learn the material by implementing different techniques throughout the semester.",Fall 2020,Class,0,,25,25,12023,"Graduate Business, Graduate, Undergraduate",Lecture,Vijay Gurbani,TBA,T,6:25pm - 9:05pm
1840,SSCI 385,Special Topics,"Communications Requirement, Social Sciences Requirement, Standard Tuition Rate",Investigates an interdisciplinary topic of current interest in the social sciences. Course may be taken multiple times provided the topic is different each time.,Fall 2020,Class,11,,27,16,11676,Undergraduate,Lecture,,TBA,R,5pm - 7:40pm
1841,SSCI 385,Special Topics,"Communications Requirement, Social Sciences Requirement, Standard Tuition Rate",Investigates an interdisciplinary topic of current interest in the social sciences. Course may be taken multiple times provided the topic is different each time.,Fall 2020,Class,5,,24,19,11677,Undergraduate,Lecture,Yuri Mansury,TBA,MW,3:15pm - 4:30pm
1842,BIOL 401,Introductory Biochemistry,"Eligible Pass/Fail Course, Standard Tuition Rate","The first part of a one-year Biochemistry series. This semester covers the basic principles of biological chemistry with particular focus on: proteins, nucleic acids, carbohydrates, and lipids; their molecular structure, chemical reactions, and practical methods in characterization; and enzymes and enzyme-catalyzed reactions.",Fall 2020,Class,10,,30,20,10020,"Graduate Business, Graduate, Undergraduate",Lecture,Oscar Juarez,TBA,TR,11:25am - 12:40pm
1843,SSCI 388,Method of Econ Impact Analysis,"Communications Requirement, Social Sciences Requirement, Standard Tuition Rate","Students learn methods used by practicing professionals to integrate environmental and social dimensions of policymaking into the framework of economic impact analysis including input-output techniques and social accounting models. Students will learn to use specialized databases and software to quantify the impact of exogenous forces on the U.S. national, state, and local economies.",Fall 2020,Class,11,,24,13,13888,Undergraduate,Lecture,Yuri Mansury,TBA,MW,11:25am - 12:50pm
1844,INTM 540,Supply Chain Management,Standard Tuition Rate,"This course covers the full range of activities involved in the supply chain. This includes management tools for optimizing of supply chains, relationships with other parts of the organization, in-house versus third party approaches, and suitable performance measurements. Topics covered include Warehouse Management Systems (WMS), Transportation Management Systems (TMS), Advanced Planning and Scheduling Systems (APS) as well as cost benefit analysis to determine the most appropriate approach.",Fall 2020,Class,6,,10,4,12689,"Graduate Business, Graduate, Undergraduate",Lecture,Theodossios Rigopoulos,TBA,M,6:25pm - 9:05pm
1845,INTM 540,Supply Chain Management,Standard Tuition Rate,"This course covers the full range of activities involved in the supply chain. This includes management tools for optimizing of supply chains, relationships with other parts of the organization, in-house versus third party approaches, and suitable performance measurements. Topics covered include Warehouse Management Systems (WMS), Transportation Management Systems (TMS), Advanced Planning and Scheduling Systems (APS) as well as cost benefit analysis to determine the most appropriate approach.",Fall 2020,Class,5,,5,0,13531,"Graduate Business, Graduate, Undergraduate",Lecture,Theodossios Rigopoulos,TBA,,TBA
1846,MMAE 557,Comp Intgrtd Manfctrng Systms,Standard Tuition Rate,"Advanced topics in computer-integrated manufacturing including control systems, group technology, cellular manufacturing, flexible manufacturing systems, automated inspection, lean production, Just-In-Time production, and agile manufacturing systems. Prerequisite: Undergraduate engineering degree or concurrent enrollment in undergraduate engineering program or consent of instructor.",Fall 2020,Class,33,,40,7,12181,"Graduate Business, Graduate, Undergraduate",Lecture,John Cesarone,TBA,MW,1:50pm - 3:05pm
1847,BIOL 544,Molecular Biology of Cells,Standard Tuition Rate,"This is a graduate-level cell biology course. The course contains two parts: initial lectures cover cellular structure and function emphasizing the molecular components, organelles, and regulation of cellular processes; the second part covers special topics emphasizing experimental approaches and molecular mechanisms of cellular regulation.",Fall 2020,Class,18,,20,2,11691,"Graduate Business, Graduate, Undergraduate",Lecture,Jialing Xiang,TBA,F,10am - 12:40pm
1848,PHIL 341,Philosophy of Science,"Communications Requirement, Humanities Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Through an analysis of the concepts of explanation, theory, hypothesis, experiment, and observation, this course seeks an understanding of how the growth of scientific knowledge is possible.",Fall 2020,Class,0,,22,22,13696,Undergraduate,Lecture,Deborah Haar,TBA,TR,10am - 11:15am
1849,LAW 384,International Trade,CK Law Tuition Rate,"This course involves a comprehensive study of the international trading system, with attention to the role of the General Agreement on Tariffs and Trade, the IMF, and regional and bilateral trading arrangement (e.g. the European Union and the U.S.-Canada Free Trade Agreement). The U.S. legal system with respect to international trade will be considered in detail, including discussion of constitutional issues, treaty-making, and Congressional and Executive authorities. Attention will be given to specific legislation and regulations involving export and import controls, as well as remedies against unfair trade practices. Current issues such as the implications of the EU's 1992 plan, the treatment of nonmarket economies, trade-related aspects of intellectual property, trade in services, and controls on the use of economic sanctions will be analyzed.",Fall 2020,Class,63,,90,27,14152,"Graduate Business, Graduate, Master of Laws, Law, Undergraduate",Lecture,Sungjoon Cho,TBA,MW,1:25pm - 2:50pm
1850,EMS 599,EMS Independent Study,Business Graduate Tuition Rate,Student will conduct independent research on an environmental management and sustainability topic.,Fall 2020,Class,10,,10,0,13970,"Graduate Business, Graduate, Undergraduate",Independent Study/Research,Weslynne Ashton,TBA,,TBA
1851,LAW 380,Labor Law,CK Law Tuition Rate,An examination of the theory and practice of the law governing the relationships between labor unions and employers. Among the topics covered are: the historical background of labor relations law; procedures for the selection of union representation; the law and process of collective bargaining; strikes; boycotts and picketing; and grievance and arbitration procedures.,Fall 2020,Class,58,,90,32,14127,"Graduate Business, Master of Laws, Law",Lecture,,TBA,MW,1:10pm - 3pm
1852,LAW 383,International Law,CK Law Tuition Rate,"This course introduces students to the key concepts and doctrines of international law. Students learn the sources of international law such as custom and treaty, the role of international organizations such as the United Nations, the bases of international jurisdiction, laws governing the use of force and the protection of human rights, and the constitutional structure of U.S. participation in the international legal system. An understanding of these core concepts, rules and institutions is vital to more advanced and in-depth study of world events, such as the Persian Gulf crisis and war in 1990-91 and the disintegration of the Soviet Union in 1991-92, and places these events in the context of the development and application of international law. The course also examines the development of regional organizations such as the European Union and North American Free Trade Agreement and the role the institutions of these arrangements play both in international and municipal legal systems.",Fall 2020,Class,75,,90,15,14088,"Graduate Business, Master of Laws, Law",Lecture,Bartram Brown,TBA,TR,7:35pm - 9pm
1853,INTM 438,Advanced Metals Mfg I,Standard Tuition Rate,"Today's leading edge manufacturing environment has advanced technology and systems embedded throughout its framework. This course exposes students to the functional aspects and capabilities of a 5-axis CNC machining center, and the processes involved in taking a machined part from prototype to production. This state-of-the-art technology is used by high-production companies around the world to create complex, precision-machined parts and products with tight tolerances and extreme repeatability. Students gain experience using SinuTrain simulators and hands-on learning on a 5-axis CNC machine. Coverage includes CNC programming and use of IIoT system technologies embedded in the machine to obtain internal diagnostics with real time data and connect with internal departments, suppliers and customers. Prior completion of a course in manufacturing processes highly recommended. First course in a two-course sequence.",Fall 2020,Class,2,,4,2,13720,"Graduate Business, Graduate, Undergraduate",Lecture,Nicholas Villani,TBA,W,6:25pm - 9:30pm
1854,LAW 548,AAJ Competition,CK Law Tuition Rate,,Fall 2020,Class,993,,999,6,14033,"Graduate Business, Master of Laws, Law",Independent Study/Research,,TBA,,TBA
1855,LAW 544,Plaintiff's Emplymnt Clinic 2,CK Law Tuition Rate,,Fall 2020,Class,997,,999,2,13997,"Master of Laws, Law, Non Credit",Clinical,Richard Gonzalez,TBA,M,4pm - 5:50pm
1856,LAW 544,Plaintiff's Emplymnt Clinic 2,CK Law Tuition Rate,,Fall 2020,Class,999,,999,0,13998,"Master of Laws, Law, Non Credit",Clinical,Richard Gonzalez,TBA,M,4pm - 5:50pm
1857,INTM 432,Sales and Operations Planning,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","This course covers sales and operations planning (S&OP) processes, objectives, and procedures utilized by leading global supply chain companies. Key elements of the S&OP process are explained, including demand plans, forecasts, and capacity plans. Students also learn how to develop, maintain, and manage supplier relationships (SRM) and how companies use customer relationship management (CRM) tools to enhance business relationships.",Fall 2020,Class,3,,15,12,12929,"Graduate Business, Graduate, Undergraduate",Lecture,Herbert Shields,TBA,T,1:50pm - 4:30pm
1858,INTM 432,Sales and Operations Planning,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","This course covers sales and operations planning (S&OP) processes, objectives, and procedures utilized by leading global supply chain companies. Key elements of the S&OP process are explained, including demand plans, forecasts, and capacity plans. Students also learn how to develop, maintain, and manage supplier relationships (SRM) and how companies use customer relationship management (CRM) tools to enhance business relationships.",Fall 2020,Class,0,,3,3,12930,"Graduate Business, Graduate, Undergraduate",Lecture,Herbert Shields,TBA,,TBA
1859,LAW 542,Advanced Clinic,CK Law Tuition Rate,,Fall 2020,Class,998,,999,1,14015,"Graduate Business, Master of Laws, Law",Clinical,,TBA,M,4pm - 5:50pm
1860,LAW 542,Advanced Clinic,CK Law Tuition Rate,,Fall 2020,Class,997,,999,2,14016,"Graduate Business, Master of Laws, Law",Clinical,,TBA,M,4pm - 5:50pm
1861,INTM 436,Lean Manufacturing,Standard Tuition Rate,"Lean principles are the primary continuous improvement tool utilized in the manufacturing industry. In this course, students learn how to evaluate process performance, starting with lean thinking to determine exactly what is needed to achieve the desired outcome of a process and the value it creates. With lean thinking comes the identification of waste, which can take many forms including organizational policies and practices which may not provide any value to the customer. The next step is to map the process as it is in its current state so that potential future state improvements are more easily identified and serve as a catalyst toward achieving process perfection. Diagnostic tools are introduced, both qualitative and quantitative in nature, to help reveal the potential of the process.",Fall 2020,Class,9,,15,6,12932,"Graduate Business, Graduate, Undergraduate",Lecture,Mark Calhoun,TBA,M,6:25pm - 9:05pm
1862,INTM 436,Lean Manufacturing,Standard Tuition Rate,"Lean principles are the primary continuous improvement tool utilized in the manufacturing industry. In this course, students learn how to evaluate process performance, starting with lean thinking to determine exactly what is needed to achieve the desired outcome of a process and the value it creates. With lean thinking comes the identification of waste, which can take many forms including organizational policies and practices which may not provide any value to the customer. The next step is to map the process as it is in its current state so that potential future state improvements are more easily identified and serve as a catalyst toward achieving process perfection. Diagnostic tools are introduced, both qualitative and quantitative in nature, to help reveal the potential of the process.",Fall 2020,Class,2,,3,1,12931,"Graduate Business, Graduate, Undergraduate",Lecture,Mark Calhoun,TBA,,TBA
1863,FDSN 630,Adv Topics Nutrition,Standard Tuition Rate,"This course can be used as credits towards candidature for a Ph.D. degree in Food Science and Nutrition. This course is expected to cover advanced knowledge in nutrition, metabolism, disease prevention and health promotion. This advanced program is open to individuals who hold undergraduate degrees in nutritional science, food science, health science, biology, biochemistry, chemistry or related disciplines. Students who have completed the FDSN 501 course with a B or higher may also apply. Upon successful completion of this course, students are expected to be able to translate theory and research into practice.",Fall 2020,Class,5,,5,0,13117,"Graduate Business, Graduate, Undergraduate",Independent Study/Research,Indika Edirisinghe,TBA,,TBA
1864,FDSN 630,Adv Topics Nutrition,Standard Tuition Rate,"This course can be used as credits towards candidature for a Ph.D. degree in Food Science and Nutrition. This course is expected to cover advanced knowledge in nutrition, metabolism, disease prevention and health promotion. This advanced program is open to individuals who hold undergraduate degrees in nutritional science, food science, health science, biology, biochemistry, chemistry or related disciplines. Students who have completed the FDSN 501 course with a B or higher may also apply. Upon successful completion of this course, students are expected to be able to translate theory and research into practice.",Fall 2020,Class,5,,5,0,13116,"Graduate Business, Graduate, Undergraduate",Independent Study/Research,Britt Burton-Freeman,TBA,,TBA
